Date,Habit 1,Habit 2,Habit 3,Habit 4,Habit 5,Habit 6,Habit 7,Habit 8,Habit 9,Habit 10,
2022-01-06,Entry(timestamp=2022-01-06, value=0),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=0),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),
2021-11-02,Entry(timestamp=2021-11-02, value=2),Entry(timestamp=2021-11-02, value=0),Entry(timestamp=2021-11-02, value=0),Entry(timestamp=2021-11-02, value=2),Entry(timestamp=2021-11-02, value=0),Entry(timestamp=2021-11-02, value=0),Entry(timestamp=2021-11-02, value=0),Entry(timestamp=2021-11-02, value=2),Entry(timestamp=2021-11-02, value=2),Entry(timestamp=2021-11-02, value=0),
2021-11-01,Entry(timestamp=2021-11-01, value=2),Entry(timestamp=2021-11-01, value=2),Entry(timestamp=2021-11-01, value=0),Entry(timestamp=2021-11-01, value=0),Entry(timestamp=2021-11-01, value=0),Entry(timestamp=2021-11-01, value=2),Entry(timestamp=2021-11-01, value=0),Entry(timestamp=2021-11-01, value=0),Entry(timestamp=2021-11-01, value=0),Entry(timestamp=2021-11-01, value=0),
2021-10-31,Entry(timestamp=2021-10-31, value=0),Entry(timestamp=2021-10-31, value=2),Entry(timestamp=2021-10-31, value=0),Entry(timestamp=2021-10-31, value=0),Entry(timestamp=2021-10-31, value=2),Entry(timestamp=2021-10-31, value=0),Entry(timestamp=2021-10-31, value=0),Entry(timestamp=2021-10-31, value=2),Entry(timestamp=2021-10-31, value=2),Entry(timestamp=2021-10-31, value=2),
2021-10-30,Entry(timestamp=2021-10-30, value=2),Entry(timestamp=2021-10-30, value=0),Entry(timestamp=2021-10-30, value=2),Entry(timestamp=2021-10-30, value=2),Entry(timestamp=2021-10-30, value=0),Entry(timestamp=2021-10-30, value=0),Entry(timestamp=2021-10-30, value=0),Entry(timestamp=2021-10-30, value=2),Entry(timestamp=2021-10-30, value=0),Entry(timestamp=2021-10-30, value=0),
2021-10-29,Entry(timestamp=2021-10-29, value=2),Entry(timestamp=2021-10-29, value=0),Entry(timestamp=2021-10-29, value=2),Entry(timestamp=2021-10-29, value=2),Entry(timestamp=2021-10-29, value=2),Entry(timestamp=2021-10-29, value=0),Entry(timestamp=2021-10-29, value=0),Entry(timestamp=2021-10-29, value=0),Entry(timestamp=2021-10-29, value=0),Entry(timestamp=2021-10-29, value=0),
2021-10-28,Entry(timestamp=2021-10-28, value=0),Entry(timestamp=2021-10-28, value=0),Entry(timestamp=2021-10-28, value=2),Entry(timestamp=2021-10-28, value=2),Entry(timestamp=2021-10-28, value=0),Entry(timestamp=2021-10-28, value=0),Entry(timestamp=2021-10-28, value=2),Entry(timestamp=2021-10-28, value=0),Entry(timestamp=2021-10-28, value=0),Entry(timestamp=2021-10-28, value=2),
2021-10-27,Entry(timestamp=2021-10-27, value=0),Entry(timestamp=2021-10-27, value=2),Entry(timestamp=2021-10-27, value=2),Entry(timestamp=2021-10-27, value=2),Entry(timestamp=2021-10-27, value=0),Entry(timestamp=2021-10-27, value=0),Entry(timestamp=2021-10-27, value=2),Entry(timestamp=2021-10-27, value=2),Entry(timestamp=2021-10-27, value=2),Entry(timestamp=2021-10-27, value=0),
2021-10-26,Entry(timestamp=2021-10-26, value=2),Entry(timestamp=2021-10-26, value=0),Entry(timestamp=2021-10-26, value=2),Entry(timestamp=2021-10-26, value=2),Entry(timestamp=2021-10-26, value=0),Entry(timestamp=2021-10-26, value=0),Entry(timestamp=2021-10-26, value=0),Entry(timestamp=2021-10-26, value=0),Entry(timestamp=2021-10-26, value=2),Entry(timestamp=2021-10-26, value=0),
2021-10-25,Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=0),Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=0),Entry(timestamp=2021-10-25, value=2),Entry(timestamp=2021-10-25, value=0),
2021-10-24,Entry(timestamp=2021-10-24, value=2),Entry(timestamp=2021-10-24, value=2),Entry(timestamp=2021-10-24, value=2),Entry(timestamp=2021-10-24, value=0),Entry(timestamp=2021-10-24, value=0),Entry(timestamp=2021-10-24, value=2),Entry(timestamp=2021-10-24, value=2),Entry(timestamp=2021-10-24, value=2),Entry(timestamp=2021-10-24, value=0),Entry(timestamp=2021-10-24, value=2),
2021-10-23,Entry(timestamp=2021-10-23, value=0),Entry(timestamp=2021-10-23, value=0),Entry(timestamp=2021-10-23, value=2),Entry(timestamp=2021-10-23, value=2),Entry(timestamp=2021-10-23, value=0),Entry(timestamp=2021-10-23, value=0),Entry(timestamp=2021-10-23, value=2),Entry(timestamp=2021-10-23, value=0),Entry(timestamp=2021-10-23, value=0),Entry(timestamp=2021-10-23, value=0),
2021-10-22,Entry(timestamp=2021-10-22, value=2),Entry(timestamp=2021-10-22, value=2),Entry(timestamp=2021-10-22, value=2),Entry(timestamp=2021-10-22, value=2),Entry(timestamp=2021-10-22, value=0),Entry(timestamp=2021-10-22, value=0),Entry(timestamp=2021-10-22, value=0),Entry(timestamp=2021-10-22, value=0),Entry(timestamp=2021-10-22, value=0),Entry(timestamp=2021-10-22, value=0),
2021-10-21,Entry(timestamp=2021-10-21, value=0),Entry(timestamp=2021-10-21, value=0),Entry(timestamp=2021-10-21, value=2),Entry(timestamp=2021-10-21, value=0),Entry(timestamp=2021-10-21, value=0),Entry(timestamp=2021-10-21, value=2),Entry(timestamp=2021-10-21, value=2),Entry(timestamp=2021-10-21, value=0),Entry(timestamp=2021-10-21, value=0),Entry(timestamp=2021-10-21, value=0),
2021-10-20,Entry(timestamp=2021-10-20, value=2),Entry(timestamp=2021-10-20, value=0),Entry(timestamp=2021-10-20, value=2),Entry(timestamp=2021-10-20, value=2),Entry(timestamp=2021-10-20, value=2),Entry(timestamp=2021-10-20, value=2),Entry(timestamp=2021-10-20, value=0),Entry(timestamp=2021-10-20, value=0),Entry(timestamp=2021-10-20, value=0),Entry(timestamp=2021-10-20, value=0),
2021-10-19,Entry(timestamp=2021-10-19, value=2),Entry(timestamp=2021-10-19, value=2),Entry(timestamp=2021-10-19, value=0),Entry(timestamp=2021-10-19, value=2),Entry(timestamp=2021-10-19, value=0),Entry(timestamp=2021-10-19, value=0),Entry(timestamp=2021-10-19, value=0),Entry(timestamp=2021-10-19, value=0),Entry(timestamp=2021-10-19, value=0),Entry(timestamp=2021-10-19, value=0),
2021-10-18,Entry(timestamp=2021-10-18, value=0),Entry(timestamp=2021-10-18, value=0),Entry(timestamp=2021-10-18, value=2),Entry(timestamp=2021-10-18, value=2),Entry(timestamp=2021-10-18, value=0),Entry(timestamp=2021-10-18, value=0),Entry(timestamp=2021-10-18, value=0),Entry(timestamp=2021-10-18, value=2),Entry(timestamp=2021-10-18, value=2),Entry(timestamp=2021-10-18, value=0),
2021-10-17,Entry(timestamp=2021-10-17, value=2),Entry(timestamp=2021-10-17, value=2),Entry(timestamp=2021-10-17, value=0),Entry(timestamp=2021-10-17, value=2),Entry(timestamp=2021-10-17, value=0),Entry(timestamp=2021-10-17, value=0),Entry(timestamp=2021-10-17, value=2),Entry(timestamp=2021-10-17, value=2),Entry(timestamp=2021-10-17, value=0),Entry(timestamp=2021-10-17, value=2),
2021-10-16,Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=2),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=0),Entry(timestamp=2021-10-16, value=2),
2021-10-15,Entry(timestamp=2021-10-15, value=2),Entry(timestamp=2021-10-15, value=0),Entry(timestamp=2021-10-15, value=0),Entry(timestamp=2021-10-15, value=2),Entry(timestamp=2021-10-15, value=2),Entry(timestamp=2021-10-15, value=0),Entry(timestamp=2021-10-15, value=2),Entry(timestamp=2021-10-15, value=0),Entry(timestamp=2021-10-15, value=2),Entry(timestamp=2021-10-15, value=0),
2021-10-14,Entry(timestamp=2021-10-14, value=0),Entry(timestamp=2021-10-14, value=0),Entry(timestamp=2021-10-14, value=2),Entry(timestamp=2021-10-14, value=0),Entry(timestamp=2021-10-14, value=2),Entry(timestamp=2021-10-14, value=0),Entry(timestamp=2021-10-14, value=2),Entry(timestamp=2021-10-14, value=0),Entry(timestamp=2021-10-14, value=0),Entry(timestamp=2021-10-14, value=0),
2021-10-13,Entry(timestamp=2021-10-13, value=0),Entry(timestamp=2021-10-13, value=2),Entry(timestamp=2021-10-13, value=0),Entry(timestamp=2021-10-13, value=2),Entry(timestamp=2021-10-13, value=0),Entry(timestamp=2021-10-13, value=2),Entry(timestamp=2021-10-13, value=2),Entry(timestamp=2021-10-13, value=2),Entry(timestamp=2021-10-13, value=2),Entry(timestamp=2021-10-13, value=2),
2021-10-12,Entry(timestamp=2021-10-12, value=2),Entry(timestamp=2021-10-12, value=0),Entry(timestamp=2021-10-12, value=0),Entry(timestamp=2021-10-12, value=2),Entry(timestamp=2021-10-12, value=2),Entry(timestamp=2021-10-12, value=2),Entry(timestamp=2021-10-12, value=2),Entry(timestamp=2021-10-12, value=2),Entry(timestamp=2021-10-12, value=0),Entry(timestamp=2021-10-12, value=2),
2021-10-11,Entry(timestamp=2021-10-11, value=0),Entry(timestamp=2021-10-11, value=2),Entry(timestamp=2021-10-11, value=0),Entry(timestamp=2021-10-11, value=0),Entry(timestamp=2021-10-11, value=2),Entry(timestamp=2021-10-11, value=2),Entry(timestamp=2021-10-11, value=2),Entry(timestamp=2021-10-11, value=0),Entry(timestamp=2021-10-11, value=2),Entry(timestamp=2021-10-11, value=2),
2021-10-10,Entry(timestamp=2021-10-10, value=0),Entry(timestamp=2021-10-10, value=0),Entry(timestamp=2021-10-10, value=2),Entry(timestamp=2021-10-10, value=2),Entry(timestamp=2021-10-10, value=2),Entry(timestamp=2021-10-10, value=2),Entry(timestamp=2021-10-10, value=0),Entry(timestamp=2021-10-10, value=0),Entry(timestamp=2021-10-10, value=2),Entry(timestamp=2021-10-10, value=0),
2021-10-09,Entry(timestamp=2021-10-09, value=2),Entry(timestamp=2021-10-09, value=2),Entry(timestamp=2021-10-09, value=2),Entry(timestamp=2021-10-09, value=0),Entry(timestamp=2021-10-09, value=2),Entry(timestamp=2021-10-09, value=0),Entry(timestamp=2021-10-09, value=2),Entry(timestamp=2021-10-09, value=2),Entry(timestamp=2021-10-09, value=0),Entry(timestamp=2021-10-09, value=2),
2021-10-08,Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=0),Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=0),Entry(timestamp=2021-10-08, value=2),Entry(timestamp=2021-10-08, value=2),
2021-10-07,Entry(timestamp=2021-10-07, value=2),Entry(timestamp=2021-10-07, value=0),Entry(timestamp=2021-10-07, value=2),Entry(timestamp=2021-10-07, value=0),Entry(timestamp=2021-10-07, value=0),Entry(timestamp=2021-10-07, value=2),Entry(timestamp=2021-10-07, value=2),Entry(timestamp=2021-10-07, value=0),Entry(timestamp=2021-10-07, value=0),Entry(timestamp=2021-10-07, value=2),
2021-10-06,Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=2),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=0),Entry(timestamp=2021-10-06, value=2),
2021-10-05,Entry(timestamp=2021-10-05, value=0),Entry(timestamp=2021-10-05, value=0),Entry(timestamp=2021-10-05, value=0),Entry(timestamp=2021-10-05, value=2),Entry(timestamp=2021-10-05, value=2),Entry(timestamp=2021-10-05, value=0),Entry(timestamp=2021-10-05, value=2),Entry(timestamp=2021-10-05, value=0),Entry(timestamp=2021-10-05, value=2),Entry(timestamp=2021-10-05, value=2),
2021-10-04,Entry(timestamp=2021-10-04, value=2),Entry(timestamp=2021-10-04, value=2),Entry(timestamp=2021-10-04, value=0),Entry(timestamp=2021-10-04, value=0),Entry(timestamp=2021-10-04, value=2),Entry(timestamp=2021-10-04, value=2),Entry(timestamp=2021-10-04, value=0),Entry(timestamp=2021-10-04, value=2),Entry(timestamp=2021-10-04, value=0),Entry(timestamp=2021-10-04, value=2),
2021-10-03,Entry(timestamp=2021-10-03, value=2),Entry(timestamp=2021-10-03, value=0),Entry(timestamp=2021-10-03, value=2),Entry(timestamp=2021-10-03, value=0),Entry(timestamp=2021-10-03, value=2),Entry(timestamp=2021-10-03, value=0),Entry(timestamp=2021-10-03, value=2),Entry(timestamp=2021-10-03, value=0),Entry(timestamp=2021-10-03, value=0),Entry(timestamp=2021-10-03, value=2),
2021-10-02,Entry(timestamp=2021-10-02, value=2),Entry(timestamp=2021-10-02, value=0),Entry(timestamp=2021-10-02, value=0),Entry(timestamp=2021-10-02, value=0),Entry(timestamp=2021-10-02, value=2),Entry(timestamp=2021-10-02, value=0),Entry(timestamp=2021-10-02, value=2),Entry(timestamp=2021-10-02, value=0),Entry(timestamp=2021-10-02, value=0),Entry(timestamp=2021-10-02, value=0),
2021-10-01,Entry(timestamp=2021-10-01, value=0),Entry(timestamp=2021-10-01, value=2),Entry(timestamp=2021-10-01, value=0),Entry(timestamp=2021-10-01, value=0),Entry(timestamp=2021-10-01, value=2),Entry(timestamp=2021-10-01, value=0),Entry(timestamp=2021-10-01, value=0),Entry(timestamp=2021-10-01, value=2),Entry(timestamp=2021-10-01, value=2),Entry(timestamp=2021-10-01, value=0),
2021-09-30,Entry(timestamp=2021-09-30, value=2),Entry(timestamp=2021-09-30, value=0),Entry(timestamp=2021-09-30, value=2),Entry(timestamp=2021-09-30, value=2),Entry(timestamp=2021-09-30, value=2),Entry(timestamp=2021-09-30, value=0),Entry(timestamp=2021-09-30, value=0),Entry(timestamp=2021-09-30, value=0),Entry(timestamp=2021-09-30, value=2),Entry(timestamp=2021-09-30, value=2),
2021-09-29,Entry(timestamp=2021-09-29, value=2),Entry(timestamp=2021-09-29, value=0),Entry(timestamp=2021-09-29, value=0),Entry(timestamp=2021-09-29, value=0),Entry(timestamp=2021-09-29, value=2),Entry(timestamp=2021-09-29, value=2),Entry(timestamp=2021-09-29, value=2),Entry(timestamp=2021-09-29, value=2),Entry(timestamp=2021-09-29, value=2),Entry(timestamp=2021-09-29, value=2),
2021-09-28,Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=2),Entry(timestamp=2021-09-28, value=2),Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=0),Entry(timestamp=2021-09-28, value=2),
2021-09-27,Entry(timestamp=2021-09-27, value=0),Entry(timestamp=2021-09-27, value=0),Entry(timestamp=2021-09-27, value=2),Entry(timestamp=2021-09-27, value=2),Entry(timestamp=2021-09-27, value=0),Entry(timestamp=2021-09-27, value=2),Entry(timestamp=2021-09-27, value=2),Entry(timestamp=2021-09-27, value=2),Entry(timestamp=2021-09-27, value=2),Entry(timestamp=2021-09-27, value=0),
2021-09-26,Entry(timestamp=2021-09-26, value=0),Entry(timestamp=2021-09-26, value=0),Entry(timestamp=2021-09-26, value=2),Entry(timestamp=2021-09-26, value=0),Entry(timestamp=2021-09-26, value=2),Entry(timestamp=2021-09-26, value=0),Entry(timestamp=2021-09-26, value=2),Entry(timestamp=2021-09-26, value=2),Entry(timestamp=2021-09-26, value=2),Entry(timestamp=2021-09-26, value=2),
2021-09-25,Entry(timestamp=2021-09-25, value=0),Entry(timestamp=2021-09-25, value=0),Entry(timestamp=2021-09-25, value=2),Entry(timestamp=2021-09-25, value=0),Entry(timestamp=2021-09-25, value=2),Entry(timestamp=2021-09-25, value=2),Entry(timestamp=2021-09-25, value=0),Entry(timestamp=2021-09-25, value=2),Entry(timestamp=2021-09-25, value=0),Entry(timestamp=2021-09-25, value=2),
2021-09-24,Entry(timestamp=2021-09-24, value=0),Entry(timestamp=2021-09-24, value=2),Entry(timestamp=2021-09-24, value=2),Entry(timestamp=2021-09-24, value=0),Entry(timestamp=2021-09-24, value=0),Entry(timestamp=2021-09-24, value=0),Entry(timestamp=2021-09-24, value=2),Entry(timestamp=2021-09-24, value=0),Entry(timestamp=2021-09-24, value=2),Entry(timestamp=2021-09-24, value=2),
2021-09-23,Entry(timestamp=2021-09-23, value=0),Entry(timestamp=2021-09-23, value=2),Entry(timestamp=2021-09-23, value=0),Entry(timestamp=2021-09-23, value=2),Entry(timestamp=2021-09-23, value=0),Entry(timestamp=2021-09-23, value=2),Entry(timestamp=2021-09-23, value=0),Entry(timestamp=2021-09-23, value=0),Entry(timestamp=2021-09-23, value=2),Entry(timestamp=2021-09-23, value=2),
2021-09-22,Entry(timestamp=2021-09-22, value=0),Entry(timestamp=2021-09-22, value=2),Entry(timestamp=2021-09-22, value=2),Entry(timestamp=2021-09-22, value=2),Entry(timestamp=2021-09-22, value=0),Entry(timestamp=2021-09-22, value=0),Entry(timestamp=2021-09-22, value=2),Entry(timestamp=2021-09-22, value=2),Entry(timestamp=2021-09-22, value=0),Entry(timestamp=2021-09-22, value=2),
2021-09-21,Entry(timestamp=2021-09-21, value=2),Entry(timestamp=2021-09-21, value=2),Entry(timestamp=2021-09-21, value=2),Entry(timestamp=2021-09-21, value=0),Entry(timestamp=2021-09-21, value=2),Entry(timestamp=2021-09-21, value=0),Entry(timestamp=2021-09-21, value=0),Entry(timestamp=2021-09-21, value=0),Entry(timestamp=2021-09-21, value=2),Entry(timestamp=2021-09-21, value=2),
2021-09-20,Entry(timestamp=2021-09-20, value=2),Entry(timestamp=2021-09-20, value=0),Entry(timestamp=2021-09-20, value=0),Entry(timestamp=2021-09-20, value=2),Entry(timestamp=2021-09-20, value=2),Entry(timestamp=2021-09-20, value=0),Entry(timestamp=2021-09-20, value=2),Entry(timestamp=2021-09-20, value=0),Entry(timestamp=2021-09-20, value=0),Entry(timestamp=2021-09-20, value=0),
2021-09-19,Entry(timestamp=2021-09-19, value=2),Entry(timestamp=2021-09-19, value=2),Entry(timestamp=2021-09-19, value=0),Entry(timestamp=2021-09-19, value=2),Entry(timestamp=2021-09-19, value=0),Entry(timestamp=2021-09-19, value=2),Entry(timestamp=2021-09-19, value=0),Entry(timestamp=2021-09-19, value=0),Entry(timestamp=2021-09-19, value=2),Entry(timestamp=2021-09-19, value=0),
2021-09-18,Entry(timestamp=2021-09-18, value=0),Entry(timestamp=2021-09-18, value=2),Entry(timestamp=2021-09-18, value=2),Entry(timestamp=2021-09-18, value=0),Entry(timestamp=2021-09-18, value=2),Entry(timestamp=2021-09-18, value=2),Entry(timestamp=2021-09-18, value=2),Entry(timestamp=2021-09-18, value=2),Entry(timestamp=2021-09-18, value=0),Entry(timestamp=2021-09-18, value=0),
2021-09-17,Entry(timestamp=2021-09-17, value=2),Entry(timestamp=2021-09-17, value=0),Entry(timestamp=2021-09-17, value=2),Entry(timestamp=2021-09-17, value=2),Entry(timestamp=2021-09-17, value=0),Entry(timestamp=2021-09-17, value=0),Entry(timestamp=2021-09-17, value=2),Entry(timestamp=2021-09-17, value=0),Entry(timestamp=2021-09-17, value=0),Entry(timestamp=2021-09-17, value=0),
2021-09-16,Entry(timestamp=2021-09-16, value=0),Entry(timestamp=2021-09-16, value=2),Entry(timestamp=2021-09-16, value=0),Entry(timestamp=2021-09-16, value=2),Entry(timestamp=2021-09-16, value=0),Entry(timestamp=2021-09-16, value=2),Entry(timestamp=2021-09-16, value=2),Entry(timestamp=2021-09-16, value=2),Entry(timestamp=2021-09-16, value=0),Entry(timestamp=2021-09-16, value=2),
2021-09-15,Entry(timestamp=2021-09-15, value=2),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=2),Entry(timestamp=2021-09-15, value=0),Entry(timestamp=2021-09-15, value=0),
2021-09-14,Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=2),Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=2),Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=0),Entry(timestamp=2021-09-14, value=2),
2021-09-13,Entry(timestamp=2021-09-13, value=2),Entry(timestamp=2021-09-13, value=0),Entry(timestamp=2021-09-13, value=0),Entry(timestamp=2021-09-13, value=0),Entry(timestamp=2021-09-13, value=2),Entry(timestamp=2021-09-13, value=2),Entry(timestamp=2021-09-13, value=0),Entry(timestamp=2021-09-13, value=2),Entry(timestamp=2021-09-13, value=2),Entry(timestamp=2021-09-13, value=2),
2021-09-12,Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=0),Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=0),Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=2),Entry(timestamp=2021-09-12, value=2),
2021-09-11,Entry(timestamp=2021-09-11, value=2),Entry(timestamp=2021-09-11, value=0),Entry(timestamp=2021-09-11, value=0),Entry(timestamp=2021-09-11, value=2),Entry(timestamp=2021-09-11, value=0),Entry(timestamp=2021-09-11, value=0),Entry(timestamp=2021-09-11, value=2),Entry(timestamp=2021-09-11, value=0),Entry(timestamp=2021-09-11, value=0),Entry(timestamp=2021-09-11, value=2),
2021-09-10,Entry(timestamp=2021-09-10, value=0),Entry(timestamp=2021-09-10, value=0),Entry(timestamp=2021-09-10, value=0),Entry(timestamp=2021-09-10, value=2),Entry(timestamp=2021-09-10, value=2),Entry(timestamp=2021-09-10, value=2),Entry(timestamp=2021-09-10, value=0),Entry(timestamp=2021-09-10, value=2),Entry(timestamp=2021-09-10, value=2),Entry(timestamp=2021-09-10, value=0),
2021-09-09,Entry(timestamp=2021-09-09, value=0),Entry(timestamp=2021-09-09, value=2),Entry(timestamp=2021-09-09, value=0),Entry(timestamp=2021-09-09, value=0),Entry(timestamp=2021-09-09, value=0),Entry(timestamp=2021-09-09, value=0),Entry(timestamp=2021-09-09, value=2),Entry(timestamp=2021-09-09, value=2),Entry(timestamp=2021-09-09, value=2),Entry(timestamp=2021-09-09, value=0),
2021-09-08,Entry(timestamp=2021-09-08, value=0),Entry(timestamp=2021-09-08, value=2),Entry(timestamp=2021-09-08, value=2),Entry(timestamp=2021-09-08, value=0),Entry(timestamp=2021-09-08, value=0),Entry(timestamp=2021-09-08, value=2),Entry(timestamp=2021-09-08, value=0),Entry(timestamp=2021-09-08, value=0),Entry(timestamp=2021-09-08, value=2),Entry(timestamp=2021-09-08, value=0),
2021-09-07,Entry(timestamp=2021-09-07, value=2),Entry(timestamp=2021-09-07, value=2),Entry(timestamp=2021-09-07, value=2),Entry(timestamp=2021-09-07, value=2),Entry(timestamp=2021-09-07, value=0),Entry(timestamp=2021-09-07, value=0),Entry(timestamp=2021-09-07, value=2),Entry(timestamp=2021-09-07, value=0),Entry(timestamp=2021-09-07, value=2),Entry(timestamp=2021-09-07, value=2),
2021-09-06,Entry(timestamp=2021-09-06, value=0),Entry(timestamp=2021-09-06, value=2),Entry(timestamp=2021-09-06, value=0),Entry(timestamp=2021-09-06, value=2),Entry(timestamp=2021-09-06, value=0),Entry(timestamp=2021-09-06, value=2),Entry(timestamp=2021-09-06, value=2),Entry(timestamp=2021-09-06, value=2),Entry(timestamp=2021-09-06, value=0),Entry(timestamp=2021-09-06, value=0),
2021-09-05,Entry(timestamp=2021-09-05, value=0),Entry(timestamp=2021-09-05, value=0),Entry(timestamp=2021-09-05, value=2),Entry(timestamp=2021-09-05, value=2),Entry(timestamp=2021-09-05, value=2),Entry(timestamp=2021-09-05, value=0),Entry(timestamp=2021-09-05, value=2),Entry(timestamp=2021-09-05, value=2),Entry(timestamp=2021-09-05, value=0),Entry(timestamp=2021-09-05, value=2),
2021-09-04,Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=2),Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=2),Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=0),Entry(timestamp=2021-09-04, value=0),
2021-09-03,Entry(timestamp=2021-09-03, value=2),Entry(timestamp=2021-09-03, value=2),Entry(timestamp=2021-09-03, value=0),Entry(timestamp=2021-09-03, value=2),Entry(timestamp=2021-09-03, value=0),Entry(timestamp=2021-09-03, value=2),Entry(timestamp=2021-09-03, value=2),Entry(timestamp=2021-09-03, value=0),Entry(timestamp=2021-09-03, value=0),Entry(timestamp=2021-09-03, value=0),
2021-09-02,Entry(timestamp=2021-09-02, value=0),Entry(timestamp=2021-09-02, value=0),Entry(timestamp=2021-09-02, value=2),Entry(timestamp=2021-09-02, value=0),Entry(timestamp=2021-09-02, value=0),Entry(timestamp=2021-09-02, value=2),Entry(timestamp=2021-09-02, value=0),Entry(timestamp=2021-09-02, value=0),Entry(timestamp=2021-09-02, value=2),Entry(timestamp=2021-09-02, value=2),
2021-09-01,Entry(timestamp=2021-09-01, value=0),Entry(timestamp=2021-09-01, value=2),Entry(timestamp=2021-09-01, value=2),Entry(timestamp=2021-09-01, value=2),Entry(timestamp=2021-09-01, value=2),Entry(timestamp=2021-09-01, value=0),Entry(timestamp=2021-09-01, value=0),Entry(timestamp=2021-09-01, value=0),Entry(timestamp=2021-09-01, value=0),Entry(timestamp=2021-09-01, value=0),
2021-08-31,Entry(timestamp=2021-08-31, value=0),Entry(timestamp=2021-08-31, value=0),Entry(timestamp=2021-08-31, value=0),Entry(timestamp=2021-08-31, value=0),Entry(timestamp=2021-08-31, value=2),Entry(timestamp=2021-08-31, value=0),Entry(timestamp=2021-08-31, value=2),Entry(timestamp=2021-08-31, value=2),Entry(timestamp=2021-08-31, value=0),Entry(timestamp=2021-08-31, value=0),
2021-08-30,Entry(timestamp=2021-08-30, value=0),Entry(timestamp=2021-08-30, value=0),Entry(timestamp=2021-08-30, value=0),Entry(timestamp=2021-08-30, value=2),Entry(timestamp=2021-08-30, value=2),Entry(timestamp=2021-08-30, value=2),Entry(timestamp=2021-08-30, value=0),Entry(timestamp=2021-08-30, value=0),Entry(timestamp=2021-08-30, value=0),Entry(timestamp=2021-08-30, value=2),
2021-08-29,Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=0),Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=0),Entry(timestamp=2021-08-29, value=2),Entry(timestamp=2021-08-29, value=2),
